NAME                      |     AMOUNT | TRANS_DATETIME      | PROCESS_DATETIME    | LOCATION                           
Marion                    |  25,793.00 | 2021-06-14 00:00:00 | 2021-09-28 21:27:26 | Rosy Owl's-clover                  
Carmelle                  |  35,132.00 | 2020-10-28 00:00:00 | 2021-09-28 18:09:16 | Nevada Milkvetch                   
Brendan                   |  41,104.00 | 2021-05-18 00:00:00 | 2021-09-28 19:46:30 | Twogrooved Milkvetch               
Isabelle                  |  32,420.00 | 2021-06-02 00:00:00 | 2021-09-28 20:16:49 | Scalystem                          
Graig                     |  40,765.00 | 2020-09-19 00:00:00 | 2021-09-28 2:29:36  | Whitewhorl Lupine                  
Leighton                  |  48,922.00 | 2020-09-09 00:00:00 | 2021-09-28 8:16:11  | Panguitch Buckwheat                
Harris                    |   9,751.00 | 2021-06-23 00:00:00 | 2021-09-28 5:14:35  | Moonah                             
Ferdie                    |  37,750.00 | 2020-09-15 00:00:00 | 2021-09-28 14:34:55 | Wai'anae Mountains False Lobelia   
Myca                      |  14,940.00 | 2020-07-12 00:00:00 | 2021-09-28 15:44:22 | Western Tansymustard               
Jude                      |  20,460.00 | 2021-07-02 00:00:00 | 2021-09-28 11:56:52 | Green Feathershank                 
Orlan                     |  37,694.00 | 2020-09-18 00:00:00 | 2021-09-28 8:38:51  | Endive Daisy                       
Agna                      |  42,532.00 | 2020-09-17 00:00:00 | 2021-09-28 0:04:05  | Vervain                            
Frans                     |   3,706.00 | 2020-07-30 00:00:00 | 2021-09-28 23:27:31 | Annual Silver Hairgrass            
Corrine                   |  28,522.00 | 2020-11-25 00:00:00 | 2021-09-28 5:47:14  | Tufted Alpine Saxifrage            
Sheena                    |  17,345.00 | 2021-02-20 00:00:00 | 2021-09-28 10:26:04 | Arizona Buttercup                  
Joceline                  |  23,663.00 | 2020-12-27 00:00:00 | 2021-09-28 4:31:20  | Lloyd's Fishhook Cactus            
Alonso                    |  40,413.00 | 2020-10-18 00:00:00 | 2021-09-28 8:44:15  | Littlebrownjug                     
Renata                    |  42,935.00 | 2020-07-01 00:00:00 | 2021-09-28 1:30:46  | Cumberland Xanthoparmelia Lichen   
Brandi                    |  46,276.00 | 2021-02-17 00:00:00 | 2021-09-28 20:01:04 | Ragwort                            
Hort                      |  46,706.00 | 2020-08-24 00:00:00 | 2021-09-28 12:55:20 | Beetleweed                         
Freddi                    |  17,042.00 | 2020-10-16 00:00:00 | 2021-09-28 21:19:49 | Bartram's Rose Gentian             
Early                     |  13,054.00 | 2020-08-22 00:00:00 | 2021-09-28 6:26:45  | Bog Rosemary                       
Glenda                    |  20,531.00 | 2021-01-09 00:00:00 | 2021-09-28 2:54:18  | Steens Mountain Cushion Buckwheat  
Brett                     |  18,098.00 | 2021-06-16 00:00:00 | 2021-09-28 21:23:49 | Little Barley                      
Verge                     |   7,788.00 | 2020-10-02 00:00:00 | 2021-09-28 7:55:01  | Beale's Barberry                   
Barbara-anne              |  28,592.00 | 2020-08-21 00:00:00 | 2021-09-28 13:20:56 | Eastwood's Milkvetch               
Danette                   |  12,016.00 | 2021-04-02 00:00:00 | 2021-09-28 20:05:34 | Pacific Springbeauty               
Simmonds                  |  20,232.00 | 2021-03-27 00:00:00 | 2021-09-28 7:19:36  | Nile Grass                         
Gilligan                  |  15,066.00 | 2021-07-21 00:00:00 | 2021-09-28 14:13:37 | Multiflora Rose                    
Lilah                     |  25,187.00 | 2020-12-02 00:00:00 | 2021-09-28 7:21:14  | Kalinia Grass                      
Kirstyn                   |   2,887.00 | 2020-07-03 00:00:00 | 2021-09-28 9:45:03  | Hinahina                           
Hodge                     |  24,439.00 | 2020-08-26 00:00:00 | 2021-09-28 13:08:52 | Ravenel's Lung Lichen              
Constancia                |  11,155.00 | 2021-04-25 00:00:00 | 2021-09-28 14:09:22 | Waterfall's Sedge                  
Basilius                  |   6,870.00 | 2020-07-26 00:00:00 | 2021-09-28 10:39:33 | Santa Rosa Mountains Linanthus     
Adria                     |   9,495.00 | 2020-12-23 00:00:00 | 2021-09-28 5:26:43  | Yuba Lupine                        
Sal                       |  41,993.00 | 2021-04-26 00:00:00 | 2021-09-28 13:53:34 | Tall Tonguefern                    
Roz                       |  12,124.00 | 2020-10-15 00:00:00 | 2021-09-28 4:47:21  | Smooth Rockcress                   
Malcolm                   |  25,720.00 | 2021-06-01 00:00:00 | 2021-09-28 22:19:03 | Cusick's Buckwheat                 
Shawn                     |  14,591.00 | 2021-07-11 00:00:00 | 2021-09-28 2:58:27  | Lake County Dwarf-flax             
Cammie                    |  36,722.00 | 2021-01-10 00:00:00 | 2021-09-28 20:32:40 | Magellan's Sphagnum                
Natasha                   |  36,758.00 | 2021-07-19 00:00:00 | 2021-09-28 11:10:30 | Garcinia                           
Hughie                    |  42,037.00 | 2020-07-08 00:00:00 | 2021-09-28 17:46:48 | Knotted Rush                       
Ines                      |  45,890.00 | 2020-12-11 00:00:00 | 2021-09-28 14:10:05 | Mediterranean Tapeweed             
Gwenni                    |  47,363.00 | 2021-05-12 00:00:00 | 2021-09-28 15:33:51 | Alpine Clover                      
Reginauld                 |  46,080.00 | 2021-07-07 00:00:00 | 2021-09-28 16:46:59 | Rand's Goldenrod                   
Cassy                     |  14,619.00 | 2021-06-22 00:00:00 | 2021-09-28 20:27:25 | Nehe                               
Binky                     |  42,821.00 | 2020-07-18 00:00:00 | 2021-09-28 16:11:36 | Canada Germander                   
Marget                    |  32,379.00 | 2021-05-03 00:00:00 | 2021-09-28 23:49:36 | Sugarcane                          
Romona                    |  21,630.00 | 2020-11-14 00:00:00 | 2021-09-28 10:35:31 | Menzies' Anacolia Moss             
Dorian                    |   1,079.00 | 2021-02-24 00:00:00 | 2021-09-28 16:36:24 | Degel's Rim Lichen                 
Bartholomew               |   9,493.00 | 2020-08-16 00:00:00 | 2021-09-28 20:41:39 | Amblyolepis                        
Jaquith                   |  34,497.00 | 2021-02-07 00:00:00 | 2021-09-28 4:10:14  | Blacklancewood                     
Brucie                    |  30,144.00 | 2020-07-12 00:00:00 | 2021-09-28 16:29:06 | Hybrid Violet                      
Kirby                     |  39,973.00 | 2020-10-07 00:00:00 | 2021-09-28 16:32:48 | Loeskypnum Moss                    
Harli                     |  45,177.00 | 2020-10-19 00:00:00 | 2021-09-28 13:33:20 | Blackeyed Susan                    
Buiron                    |  34,949.00 | 2021-04-01 00:00:00 | 2021-09-28 23:08:23 | Wild Pea                           
Connie                    |  40,012.00 | 2021-03-27 00:00:00 | 2021-09-28 23:54:30 | Husk Tomato                        
Kirbie                    |  29,117.00 | 2020-12-17 00:00:00 | 2021-09-28 11:21:23 | Spreading Beaksedge                
Cody                      |  21,707.00 | 2020-10-27 00:00:00 | 2021-09-28 9:39:31  | Stenomesson                        
Brigida                   |  31,296.00 | 2020-08-18 00:00:00 | 2021-09-28 20:14:23 | Arizona Calcareous Moss            
Shaylah                   |   7,284.00 | 2020-10-13 00:00:00 | 2021-09-28 5:37:24  | Ragged Pink                        
Damon                     |  22,105.00 | 2021-02-03 00:00:00 | 2021-09-28 19:53:45 | Shrubby Cinquefoil                 
Remington                 |  25,244.00 | 2021-01-12 00:00:00 | 2021-09-28 17:22:37 | Smooth Dwarf Polypody              
Byron                     |  14,261.00 | 2021-02-25 00:00:00 | 2021-09-28 21:31:17 | Baldwin's Dwarf Polypody           
Carrie                    |  41,200.00 | 2020-12-16 00:00:00 | 2021-09-28 11:34:19 | Saline Wildrye                     
Clayton                   |  26,697.00 | 2021-07-06 00:00:00 | 2021-09-28 18:08:28 | Desert Globemallow                 
Joli                      |   9,837.00 | 2021-01-01 00:00:00 | 2021-09-28 15:40:39 | Showy Gilia                        
Ludovika                  |  27,965.00 | 2021-03-26 00:00:00 | 2021-09-28 13:55:04 | Threecornerjack                    
Robbie                    |  23,889.00 | 2021-01-19 00:00:00 | 2021-09-28 10:27:25 | Palmer's Lyrepod                   
Danit                     |   6,818.00 | 2021-05-22 00:00:00 | 2021-09-28 1:53:44  | 'ohe Kiko 'ola                     
Barbra                    |  15,556.00 | 2020-08-31 00:00:00 | 2021-09-28 13:00:29 | Pig's Ear                          
Kendall                   |  26,203.00 | 2020-10-11 00:00:00 | 2021-09-28 12:30:09 | Xanthoparmelia Lichen              
Berne                     |  12,885.00 | 2021-03-27 00:00:00 | 2021-09-28 17:50:41 | Christmas Fern                     
Hurleigh                  |  45,949.00 | 2021-04-04 00:00:00 | 2021-09-28 11:48:08 | Stinkingtoe                        
Marcelle                  |   9,631.00 | 2020-09-05 00:00:00 | 2021-09-28 9:47:01  | Fahkahatchee Bluethread            
Brewster                  |  44,124.00 | 2021-03-30 00:00:00 | 2021-09-28 3:14:46  | Lanceleaf Springbeauty             
Dulcine                   |  46,404.00 | 2021-04-12 00:00:00 | 2021-09-28 13:50:35 | Clustered Goldenweed               
Beryle                    |  21,136.00 | 2021-03-17 00:00:00 | 2021-09-28 4:38:35  | False Toadflax                     
Ado                       |  26,719.00 | 2020-09-04 00:00:00 | 2021-09-28 12:02:32 | Ricinus                            
Jacob                     |  21,848.00 | 2021-06-27 00:00:00 | 2021-09-28 8:35:14  | Black Cherry                       
Murray                    |  13,722.00 | 2020-09-28 00:00:00 | 2021-09-28 22:21:50 | Caparosa                           
Hyacinth                  |  24,455.00 | 2021-03-18 00:00:00 | 2021-09-28 16:38:30 | Dixie Sandmat                      
Krista                    |  20,116.00 | 2021-03-24 00:00:00 | 2021-09-28 3:44:21  | Doghobble                          
Hortensia                 |  30,632.00 | 2020-09-24 00:00:00 | 2021-09-28 14:34:29 | Chokeberry                         
Hakim                     |  10,245.00 | 2020-12-18 00:00:00 | 2021-09-28 12:45:54 | Tausch's Goatgrass                 
Catherina                 |  18,788.00 | 2020-07-18 00:00:00 | 2021-09-28 22:13:07 | Corn                               
Sile                      |  37,888.00 | 2020-10-23 00:00:00 | 2021-09-28 9:19:58  | Illinois Horse-gentian             
Kelly                     |   5,746.00 | 2021-01-24 00:00:00 | 2021-09-28 7:00:12  | Coulter's Snapdragon               
Berget                    |  39,268.00 | 2021-06-12 00:00:00 | 2021-09-28 20:41:02 | Hairtip Clubmoss                   
Luce                      |  12,660.00 | 2021-06-29 00:00:00 | 2021-09-28 0:11:09  | Sulphur Clover                     
Olive                     |  41,634.00 | 2021-04-20 00:00:00 | 2021-09-28 18:22:19 | Egg Milkvetch                      
Harvey                    |  12,697.00 | 2020-07-23 00:00:00 | 2021-09-28 14:10:10 | Royal Larkspur                     
Florencia                 |   9,727.00 | 2020-09-23 00:00:00 | 2021-09-28 15:30:29 | Spoonshape Barbara's Buttons       
Kiley                     |  32,868.00 | 2020-11-30 00:00:00 | 2021-09-28 19:28:27 | Tonka Bean                         
Rasia                     |  42,662.00 | 2021-04-11 00:00:00 | 2021-09-28 13:54:15 | Wahlenberg's Woodrush              
Humphrey                  |  48,189.00 | 2021-04-30 00:00:00 | 2021-09-28 1:29:46  | Summer Farewell                    
Archibaldo                |  41,832.00 | 2020-08-25 00:00:00 | 2021-09-28 4:44:31  | Yellowwood                         
Jillie                    |  36,762.00 | 2021-04-23 00:00:00 | 2021-09-28 21:42:22 | Dotted Lichen                      
Gerry                     |  21,247.00 | 2020-07-02 00:00:00 | 2021-09-28 18:31:10 | Limestone Violet                   
Fitzgerald                |  39,024.00 | 2020-10-09 00:00:00 | 2021-09-28 7:06:23  | Roof's Manzanita                   
Alistair                  |   2,661.00 | 2021-07-20 00:00:00 | 2021-09-28 16:58:34 | Spiny Rush                         
Shepard                   |  24,317.00 | 2021-03-15 00:00:00 | 2021-09-28 13:26:11 | Nutrush                            
Lincoln                   |  12,118.00 | 2020-12-25 00:00:00 | 2021-09-28 6:14:16  | Treebine                           
Shannah                   |  39,237.00 | 2020-09-14 00:00:00 | 2021-09-28 12:03:12 | Branching Phacelia                 
Elli                      |  19,514.00 | 2020-09-07 00:00:00 | 2021-09-28 22:43:36 | Arctic Springbeauty                
Gannon                    |   7,446.00 | 2021-02-22 00:00:00 | 2021-09-28 7:24:32  | Hybrid Hickory                     
Vittorio                  |   4,020.00 | 2021-04-22 00:00:00 | 2021-09-28 5:13:51  | White Marsh Marigold               
Cybil                     |  19,993.00 | 2020-08-25 00:00:00 | 2021-09-28 3:56:56  | Northern Red Oak                   
Neely                     |  27,878.00 | 2020-07-28 00:00:00 | 2021-09-28 11:30:47 | Cardinal Catchfly                  
Sax                       |  46,588.00 | 2021-04-05 00:00:00 | 2021-09-28 18:39:43 | Threeflower Rush                   
Howard                    |  29,727.00 | 2021-05-30 00:00:00 | 2021-09-28 23:11:53 | Elliott's Bentgrass                
Paolo                     |  29,417.00 | 2020-09-20 00:00:00 | 2021-09-28 19:19:49 | Sensitive Jointvetch               
Tandy                     |  49,876.00 | 2021-04-22 00:00:00 | 2021-09-28 16:29:23 | Japanese Panicgrass                
Cleon                     |  45,776.00 | 2021-05-27 00:00:00 | 2021-09-28 6:53:58  | Coscinodon Moss                    
Desiri                    |  28,320.00 | 2021-06-16 00:00:00 | 2021-09-28 7:30:28  | Boat Thatching Grass               
Alyda                     |   6,039.00 | 2021-06-09 00:00:00 | 2021-09-28 2:26:55  | Purple Milkwort                    
Gus                       |  20,431.00 | 2021-03-21 00:00:00 | 2021-09-28 0:50:33  | Columbian Yellowcress              
Lew                       |  17,063.00 | 2021-04-27 00:00:00 | 2021-09-28 12:13:42 | Brewer's Fleabane                  
Aubrie                    |  14,673.00 | 2021-06-27 00:00:00 | 2021-09-28 4:09:00  | Eastern Turkeybeard                
Thaddus                   |  35,715.00 | 2020-10-25 00:00:00 | 2021-09-28 14:26:40 | Sedge                              
El                        |  24,508.00 | 2020-07-25 00:00:00 | 2021-09-28 5:06:38  | Oregon Western Rosinweed           
Antons                    |  27,945.00 | 2021-04-23 00:00:00 | 2021-09-28 10:48:16 | Haenke's Rush                      
Les                       |  34,381.00 | 2020-07-11 00:00:00 | 2021-09-28 5:48:26  | Kiwi                               
Gustav                    |   9,877.00 | 2021-06-16 00:00:00 | 2021-09-28 1:49:02  | Threecorner Leek                   
Hirsch                    |  38,574.00 | 2021-05-05 00:00:00 | 2021-09-28 20:33:26 | Pine Barren Flatsedge              
Mickie                    |   5,146.00 | 2021-05-19 00:00:00 | 2021-09-28 20:15:15 | Lancepod Draba                     
